amenity,name,cuisine,longitude,latitude
cafe,Hora de Café,N/A,-74.0749,4.6294
cafe,N/A,N/A,-74.0817,4.6886
cafe,MusiCafé 80s,N/A,-74.0925,4.6975
cafe,La Tarteria,N/A,-74.0719,4.5978
cafe,Bimbi,N/A,-74.0538,4.6694
cafe,Juan Valdez Café,N/A,-74.0583,4.6509
cafe,Tostao’,coffee_shop,-74.0582,4.6514
cafe,La Tortata,N/A,-74.059,4.6501
cafe,N/A,N/A,-74.0645,4.6272
cafe,San Jose de Isnos,N/A,-74.0603,4.6519
cafe,Duocafé,N/A,-74.0705,4.6035
cafe,Tostao’,coffee_shop,-74.0664,4.6316
cafe,Coffee Bar La 45,N/A,-74.0733,4.6335
cafe,Cafeteria Todo Rico,N/A,-74.0729,4.6334
cafe,Bienvenido... ¡Siga!,N/A,-74.0729,4.6334
cafe,Café Irlandés,N/A,-74.0721,4.6329
cafe,Café Tertulia,N/A,-74.0779,4.6243
cafe,Cofre de Frutas,N/A,-74.0631,4.6531
cafe,Delizziozo,N/A,-74.0648,4.6422
cafe,Tostao’,coffee_shop,-74.065,4.642
cafe,Tostao’,coffee_shop,-74.0657,4.6376
cafe,Oma,N/A,-74.0756,4.6423
cafe,Caffeto,N/A,-74.0685,4.6191
cafe,Pal Break,N/A,-74.0685,4.6193
cafe,Café 32,N/A,-74.0684,4.62
cafe,Café Bar Jack Daniels,N/A,-74.0682,4.621
cafe,Cafetería J.C.,N/A,-74.0758,4.6233
cafe,Cigarrería Dely Mary,N/A,-74.0723,4.6351
cafe,El Café de la Maldita Vanidad,N/A,-74.0719,4.634
cafe,Café Marrón,N/A,-74.072,4.6336
cafe,Cada Loco con su Tema,N/A,-74.0645,4.6352
cafe,Java Express,N/A,-74.0647,4.6354
cafe,Octavo's,N/A,-74.0719,4.6134
cafe,K-feto,N/A,-74.0717,4.6127
cafe,Toffe Café,N/A,-74.0716,4.6121
cafe,Rapifrutis,N/A,-74.0721,4.6121
cafe,N/A,N/A,-74.0721,4.6121
cafe,N/A,N/A,-74.072,4.6122
cafe,Cafetin Express,N/A,-74.0723,4.6115
cafe,Tostao',N/A,-74.0729,4.6112
cafe,Tostao’,coffee_shop,-74.094,4.6483
cafe,N/A,N/A,-74.0681,4.6164
cafe,Bolcatos,breakfast,-74.0676,4.6163
cafe,N/A,N/A,-74.0753,4.6202
cafe,Libertario Coffee Roasters,coffee_shop,-74.0549,4.6529
cafe,Di Pomodoro,N/A,-74.0774,4.6236
cafe,Colombian Juice,juice,-74.0773,4.6235
cafe,Cafetería Las Tablitas,N/A,-74.0777,4.6236
cafe,N/A,N/A,-74.0768,4.6223
cafe,Casa Galeria Café,N/A,-74.0695,4.598
cafe,ReLove,N/A,-74.0672,4.6528
cafe,N/A,N/A,-74.0698,4.6416
cafe,Oma,N/A,-74.0911,4.6439
cafe,N/A,N/A,-74.0696,4.6456
cafe,Ambar Coffee,N/A,-74.0733,4.642
cafe,Umbi Cafe,N/A,-74.073,4.6421
cafe,Soca,N/A,-74.0711,4.6172
cafe,Kaffa Café,N/A,-74.0703,4.6168
cafe,de / té / en / té,tea,-74.0701,4.6166
cafe,Oma,N/A,-74.0697,4.6162
cafe,Cafetería Droopy,N/A,-74.0685,4.6393
cafe,N/A,N/A,-74.0684,4.6397
cafe,cofee shop steffy,N/A,-74.0547,4.7254
cafe,Groso,N/A,-74.0666,4.613
cafe,Sábila,juice,-74.0665,4.6127
cafe,Neutron,N/A,-74.0663,4.6126
cafe,Torres Azules,N/A,-74.072,4.6185
cafe,Beale patisserie,french,-74.0606,4.6565
cafe,Café l'Académie,N/A,-74.0723,4.6207
cafe,Café de la Trocha,N/A,-74.0985,4.6686
cafe,Central Coffe,N/A,-74.0719,4.6259
cafe,Camel,N/A,-74.0726,4.6257
cafe,Leonard´s 2,N/A,-74.0631,4.6384
cafe,N/A,N/A,-74.0659,4.6364
cafe,N/A,N/A,-74.0709,4.6263
cafe,Empanadas de pescado,N/A,-74.0726,4.5978
cafe,Café de la Peña,francesa,-74.0726,4.5948
cafe,Tostao’,coffee_shop,-74.0713,4.6022
cafe,Tostao’,coffee_shop,-74.1201,4.6657
cafe,Varietale,N/A,-74.0698,4.5961
cafe,Azahar Café,N/A,-74.0705,4.5981
cafe,Tostao’,coffee_shop,-74.072,4.6043
cafe,kafetao,N/A,-74.0701,4.5962
cafe,Tostao’,coffee_shop,-74.0725,4.6417
cafe,San Alberto,coffee_shop,-74.0324,4.6944
cafe,Doña Rossi,N/A,-74.1465,4.5434
cafe,Cigarreria y Cafeteria Andres,N/A,-74.142,4.6684
cafe,Grazia,N/A,-74.051,4.6734
cafe,Nona,N/A,-74.0518,4.6736
cafe,Orso,N/A,-74.0478,4.6757
cafe,Afternoon tea,N/A,-74.0476,4.6758
cafe,Le Pain Quotidien,coffee_shop,-74.0489,4.6764
cafe,Tostao’,coffee_shop,-74.0498,4.6756
cafe,Bread Fruit,coffee_shop,-74.0498,4.6759
cafe,Cafeteria y Bocados,N/A,-74.0802,4.589
cafe,Juan Valdez,N/A,-74.0539,4.6726
cafe,Tostao’,coffee_shop,-74.0484,4.6792
cafe,Icaro,N/A,-74.0494,4.6762
cafe,Colo Coffee Usaquen,N/A,-74.0316,4.6945
cafe,Fuente de Soda El Ingenio,N/A,-74.0752,4.6104
cafe,Make out,N/A,-74.0514,4.664
cafe,Dolce Stella,N/A,-74.0517,4.6625
cafe,La cava 80,N/A,-74.0518,4.663
cafe,Siuka,N/A,-74.0523,4.6624
cafe,Home baked,N/A,-74.0527,4.6626
cafe,Galería Hopulus,N/A,-74.0511,4.6636
cafe,N/A,N/A,-74.0546,4.6515
cafe,Tostao’,coffee_shop,-74.054,4.6534
cafe,El Café de la gente,"cake;coffee_shop",-74.0716,4.5947
cafe,Kangaroo kafe,N/A,-74.0631,4.6566
cafe,Distrito Chocolate,"coffee_shop;regional",-74.0587,4.6552
cafe,Al Agua Patos,N/A,-74.0538,4.6543
cafe,N/A,coffee_shop,-74.0867,4.6343
cafe,Ovejo,N/A,-74.0546,4.6688
cafe,Tostao’,coffee_shop,-74.0559,4.6685
cafe,Tostao’,coffee_shop,-74.056,4.6612
cafe,Café sobre ruedas,N/A,-74.0516,4.6673
cafe,Dynkin donuts,N/A,-74.0343,4.7406
cafe,Caramelo,N/A,-74.0351,4.7415
cafe,Divino Cafe Especial,N/A,-74.0692,4.5996
cafe,N/A,N/A,-74.0601,4.6511
cafe,Tostao’,coffee_shop,-74.0599,4.6559
cafe,Tostao’,coffee_shop,-74.0668,4.6511
cafe,Guanabana,N/A,-74.0671,4.6285
cafe,Puro Zumo,"burger;hot_dog;sandwich",-74.0393,4.7207
cafe,Tourist Coffee,N/A,-74.0677,4.6276
cafe,Candelaria Cafe,N/A,-74.0741,4.5982
cafe,Coffee y Yoga,coffee_shop,-74.0272,4.7278
cafe,La Marandina,N/A,-74.099,4.6668
cafe,Panadería las Torres,N/A,-74.0773,4.5887
cafe,Starbucks,N/A,-74.0573,4.6559
cafe,Tostao’,coffee_shop,-74.0533,4.6708
cafe,Don't be hungry,N/A,-74.0536,4.6707
cafe,Tostao',N/A,-74.0318,4.6958
cafe,FrutiFonti,N/A,-74.1434,4.6763
cafe,Juan Valdes,N/A,-74.0343,4.6919
cafe,Uganda,N/A,-74.0538,4.6655
cafe,IXACACAU,N/A,-74.053,4.6666
cafe,Zero Point TEA,N/A,-74.0532,4.6666
cafe,N/A,N/A,-74.0486,4.7258
cafe,N/A,N/A,-74.0501,4.6673
cafe,Tostao’,coffee_shop,-74.0591,4.6488
cafe,Yotto,N/A,-74.0592,4.6486
cafe,Tostao’,coffee_shop,-74.0515,4.6664
cafe,Nicolukas,N/A,-74.0319,4.6956
cafe,Oh lala,N/A,-74.0815,4.6481
cafe,Bike nerds,N/A,-74.011,4.6644
cafe,Café Moca,"coffee_shop;sandwich",-74.0505,4.6847
cafe,Pain au chocolat,"coffee_shop;bread",-74.0503,4.6976
cafe,BB Banana Bread,coffee_shop,-74.0493,4.6726
cafe,N/A,N/A,-74.0766,4.5828
cafe,Oma,N/A,-74.0754,4.6321
cafe,Starbucks,coffee_shop,-74.1199,4.6837
cafe,Tostao’,coffee_shop,-74.0694,4.6108
cafe,Panadería Suprema,"regional;colombian",-74.0446,4.7226
cafe,JJ,N/A,-74.1239,4.7434
cafe,DONDE EL GORDO,N/A,-74.1241,4.7433
cafe,N/A,N/A,-74.1248,4.7435
cafe,Tostao’,coffee_shop,-74.0729,4.6508
cafe,N/A,N/A,-74.0781,4.6928
cafe,Juan Valdez Café,coffee_shop,-74.1256,4.6532
cafe,Antojitos Paisas,coffee_shop,-74.1678,4.5725
cafe,N/A,N/A,-74.169,4.5728
cafe,N/A,N/A,-74.1746,4.5762
cafe,Mesa Salvaje,"breakfast;cake;coffee_shop;international;tea",-74.0607,4.6407
cafe,Tostao’,coffee_shop,-74.1095,4.6617
cafe,Colo Coffee,N/A,-74.0593,4.6549
cafe,Colo Coffee,N/A,-74.0545,4.6679
cafe,Tourist Coffee,N/A,-74.054,4.6537
cafe,Dark Bean Coffee,N/A,-74.0748,4.641
cafe,Arte y Pasion Cafe,N/A,-74.0774,4.5983
cafe,Azahar Cafe,N/A,-74.0525,4.6628
cafe,guanabana,N/A,-74.0624,4.6552
cafe,Galeria café,"coffee_shop;tea",-74.071,4.5955
cafe,T4 Tea For U,bubble_tea,-74.1022,4.6477
cafe,Starbucks,coffee_shop,-74.1014,4.6473
cafe,OMA,coffee_shop,-74.0897,4.6313
cafe,TOSTAO' Pan & Cafe,"cake;coffee_shop;local;regional",-74.0613,4.6948
cafe,San Alberto - exclusivamente,N/A,-74.0725,4.6026
cafe,Panes y Majares,N/A,-74.1408,4.6291
cafe,Panes & Manjares,N/A,-74.1421,4.6291
cafe,N/A,N/A,-74.0818,4.6706
cafe,Tostao’,coffee_shop,-74.0267,4.7211
cafe,Jaguar Coffer House,N/A,-74.0717,4.5981
cafe,Café del Mercado,N/A,-74.0704,4.5962
cafe,N/A,N/A,-74.0662,4.7332
cafe,N/A,N/A,-74.0419,4.7912
cafe,N/A,N/A,-74.0457,4.7913
cafe,Sin Visa,N/A,-74.0597,4.6562
cafe,Pan de Dios,"breakfast;coffee_shop",-74.0639,4.6591
cafe,Frutería y Cafetería Mora Dulce,"breakfast;coffee_shop",-74.0655,4.6671
cafe,Café Herencia,N/A,-74.0711,4.5955
cafe,Café del Eje,N/A,-74.0452,4.6929
cafe,Tropicália Coffee Co,N/A,-74.0508,4.6639
cafe,Coffeestylers,N/A,-74.0702,4.6447
cafe,Cafe Voluntad,N/A,-74.0653,4.6424
cafe,Caffa,N/A,-74.0522,4.6793
cafe,Tostao’,coffee_shop,-74.056,4.6658
cafe,Tostao’,coffee_shop,-74.0639,4.6496
cafe,Tostao',N/A,-74.0521,4.6793
cafe,"Cafetería, Cigarrería y Dulcería (CyL)",N/A,-74.0893,4.6222
cafe,My Coffee,coffee_shop,-74.09,4.6215
cafe,Le Grand,coffee_shop,-74.0479,4.6733
cafe,Tostao’,coffee_shop,-74.1021,4.6475
restaurant,Ruta,N/A,-74.0684,4.6254
restaurant,Boho Food Market,N/A,-74.0307,4.6968
restaurant,Dialimentos,N/A,-74.0441,4.7832
restaurant,Jeno's Pizza,pizza,-74.0442,4.761
restaurant,Cafetería Central,N/A,-74.0648,4.6283
restaurant,Andrés Exprés,regional,-74.0365,4.8063
restaurant,Brangus,steak,-74.0306,4.8122
restaurant,N/A,N/A,-74.0741,4.7252
restaurant,N/A,steak_house,-74.1594,4.6861
restaurant,Magolita Las Ojonas,regional,-74.0803,4.6224
restaurant,Restaurante veterinaria,"regional;sandwich",-74.0856,4.6368
restaurant,N/A,N/A,-74.1012,4.7126
restaurant,N/A,N/A,-74.0905,4.6993
restaurant,El Arbolito,N/A,-74.0812,4.6376
restaurant,La Parrilla Moderna,N/A,-74.119,4.6876
restaurant,Crepes & Waffles,regional,-74.0492,4.7008
restaurant,Teriyaki,asian,-74.0492,4.7011
restaurant,WOK,asian,-74.05,4.7003
restaurant,Burguer Market,burger,-74.0503,4.6776
restaurant,La Casa de la Abuela,N/A,-74.0667,4.6137
restaurant,Archie's,italian,-74.0305,4.7166
restaurant,Vegetariano Vega,N/A,-74.0635,4.6456
restaurant,Vegetariano Ajonjoli,N/A,-74.0637,4.6456
restaurant,Desayunadero De La 42,N/A,-74.0589,4.6535
restaurant,Vegetartiano Novilunio,N/A,-74.0582,4.6544
restaurant,Shi Zen,N/A,-74.0562,4.6573
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.056,4.6576
restaurant,Living Wrap,fast_food,-74.0564,4.6987
restaurant,Aquí es Don Pascual,N/A,-74.1175,4.624
restaurant,Aquí es Don Pascual,N/A,-74.1181,4.6238
restaurant,Aquí es Don Pascual,N/A,-74.1172,4.6245
restaurant,Cafeteria Restaurante,N/A,-74.0684,4.6307
restaurant,Ali babá y los 40 Sabores,N/A,-74.0688,4.6306
restaurant,Restaurante Akyes,N/A,-74.0689,4.6308
restaurant,Orozco,N/A,-74.1363,4.5957
restaurant,Club Sede Social,Buffet,-74.0691,4.6281
restaurant,El ciervo y el oso,N/A,-74.0659,4.6277
restaurant,Cafe y lasagnas,N/A,-74.0657,4.6284
restaurant,Comidas il toscana,N/A,-74.0657,4.6285
restaurant,Cafetería Delicias Tropicales,N/A,-74.0658,4.6287
restaurant,zarzamora,N/A,-74.0655,4.6289
restaurant,dogger,N/A,-74.0655,4.6288
restaurant,pizza pizza,N/A,-74.0654,4.6288
restaurant,sr wok,N/A,-74.0653,4.6288
restaurant,country,N/A,-74.0653,4.6288
restaurant,Presto,N/A,-74.0655,4.6286
restaurant,turkive,N/A,-74.0654,4.6286
restaurant,pija pariente,N/A,-74.1382,4.5835
restaurant,Toscana,N/A,-74.0646,4.6323
restaurant,Restaurante Cafe Bar San Sebastian,N/A,-74.0686,4.6325
restaurant,Pollo asado,regional,-74.0681,4.6253
restaurant,Corazón contento,N/A,-74.0677,4.629
restaurant,N/A,"ramen;noodle",-74.1295,4.6324
restaurant,Don Manuel,N/A,-74.1292,4.6323
restaurant,N/A,N/A,-74.1485,4.6758
restaurant,Asadero Gran Sabor Santandereano,N/A,-74.0674,4.6293
restaurant,ASADERO CARNES SOGA Y MAMONA,N/A,-74.1474,4.6739
restaurant,Sandwich Gourmet,N/A,-74.0664,4.6311
restaurant,Nueva Chosika,regional,-74.0663,4.6313
restaurant,Gula Gula,regional,-74.0664,4.6312
restaurant,RESTAURANTE SANTANDEREANO,regional,-74.0276,4.7587
restaurant,Casa amarilla,N/A,-74.0271,4.7579
restaurant,Pescadería,fish_and_chips,-74.1354,4.5955
restaurant,Primos Pizza,N/A,-74.1501,4.5751
restaurant,N/A,N/A,-74.1034,4.5873
restaurant,N/A,N/A,-74.1034,4.5875
restaurant,Norwood Pizza,N/A,-74.1048,4.5857
restaurant,Tronquitos y sabor,regional,-74.1355,4.5975
restaurant,El Porvenir,regional,-74.1361,4.5968
restaurant,el rey del pollo,N/A,-74.1214,4.7258
restaurant,yokomo,N/A,-74.1213,4.7257
restaurant,Al Monte,N/A,-74.078,4.6341
restaurant,Delicias del Mar,N/A,-74.133,4.6152
restaurant,LA FLOR DEL CAMPO,N/A,-74.1481,4.6734
restaurant,comedor comunitario,N/A,-74.1009,4.7066
restaurant,"""El Rico Broaster"".",chicken,-74.173,4.5921
restaurant,"""El pollo Campero""",chicken,-74.1731,4.5921
restaurant,"""Parrilla Broaster""",chicken,-74.1731,4.5918
restaurant,Asadero La flor del Llano,N/A,-74.1839,4.6073
restaurant,"""Springfield Pizza""",pizza,-74.1729,4.5918
restaurant,N/A,N/A,-74.0607,4.6319
restaurant,Kin Men,N/A,-74.0785,4.634
restaurant,Crepes & Waffles ArteSano,N/A,-74.0546,4.6524
restaurant,La Fama,N/A,-74.0566,4.6482
restaurant,Armadillo,N/A,-74.0539,4.654
restaurant,La Revolución de la Cuchara,N/A,-74.0629,4.6467
restaurant,Vegetariano Espiga,N/A,-74.0618,4.6467
restaurant,Trento,N/A,-74.0665,4.6249
restaurant,La Mona,N/A,-74.0553,4.6673
restaurant,Chamois,N/A,-74.0522,4.6681
restaurant,Donde Canta la Rana,regional,-74.107,4.588
restaurant,Fritanga Gourmet,regional,-74.0451,4.7265
restaurant,Sabrosito,N/A,-74.0568,4.6705
restaurant,Gusto's,N/A,-74.0682,4.6395
restaurant,Restaurante el buen sabor de la 52,N/A,-74.068,4.6395
restaurant,Coffe Bar Mejilk,coffee_shop,-74.0666,4.6328
restaurant,torres del este,regional,-74.0635,4.6328
restaurant,Tu parrilla,N/A,-74.0637,4.6322
restaurant,parados 4G,N/A,-74.0637,4.6325
restaurant,Big Bufalo,regional,-74.0636,4.6324
restaurant,jesus adrian,regional,-74.0627,4.6324
restaurant,Fruteria Super Cappy,N/A,-74.0666,4.6327
restaurant,El rancho de mi pacifico,pescado,-74.1389,4.5937
restaurant,RESTAURANTE,regional,-74.1391,4.5932
restaurant,Killer Sandwich,sandwich,-74.0658,4.633
restaurant,Alianza de beneza,N/A,-74.0674,4.6377
restaurant,ricuras de la 50,burger,-74.0675,4.6377
restaurant,casa gourmet arte y estilo,N/A,-74.0686,4.6379
restaurant,El Brasero,Pollo,-74.1393,4.5933
restaurant,Asaderi Surti sabor la 47,N/A,-74.0643,4.6339
restaurant,Imperio otaku,N/A,-74.0643,4.6339
restaurant,Tao sierra,N/A,-74.0644,4.6339
restaurant,Choco Sabor,N/A,-74.1425,4.6208
restaurant,Doña Emilse,N/A,-74.1424,4.6208
restaurant,Sazón Paisa,N/A,-74.1428,4.6213
restaurant,Super rico de la 135,N/A,-74.0889,4.7349
restaurant,N/A,N/A,-74.0883,4.7346
restaurant,Antojitos Mexicanos,regional,-74.0686,4.6369
restaurant,Apetitos de la Chef,regional,-74.0684,4.6365
restaurant,chicago's pizza la no 1,N/A,-74.0834,4.5645
restaurant,asadero de pollos y restaurante pipe,N/A,-74.0828,4.5642
restaurant,Marly 51,N/A,-74.0641,4.6375
restaurant,Happy Green,N/A,-74.0641,4.6374
restaurant,La esquina del chef,regional,-74.1005,4.7347
restaurant,N/A,N/A,-74.1547,4.6299
restaurant,SurtiBroster,american,-74.0678,4.6364
restaurant,Chorizo Star,regional,-74.0676,4.6364
restaurant,Amigos de la 15,regional,-74.0676,4.6383
restaurant,surtidora de aves la 22,N/A,-74.1685,4.6071
restaurant,Archies,N/A,-74.0467,4.7227
restaurant,Arepas llenitas de gracía,N/A,-74.0633,4.6369
restaurant,Panadería Tody Pan,N/A,-74.063,4.6361
restaurant,Restaurante Paladar Tropical,N/A,-74.0627,4.6362
restaurant,Recreo de los Tomasinos,N/A,-74.0639,4.6381
restaurant,N/A,N/A,-74.0673,4.6397
restaurant,Comidas Rapidas,regional,-74.0931,4.5986
restaurant,PILON,burger,-74.064,4.635
restaurant,Pescadera La Santanderiana,fish_and_chips,-74.0931,4.5984
restaurant,Piqueteadero Doña Anita,regional,-74.0932,4.5985
restaurant,Rapeexpress,regional,-74.1448,4.6048
restaurant,M&M,regional,-74.1449,4.605
restaurant,Surtidora de aves - 22,regional,-74.1438,4.6056
restaurant,Punto 50,N/A,-74.067,4.6382
restaurant,Croc´ant Pizza,pizza,-74.0639,4.6379
restaurant,LA ALBAHACA,N/A,-74.12,4.6656
restaurant,AVOCATO,N/A,-74.1199,4.6655
restaurant,PONG YANG,N/A,-74.1194,4.6652
restaurant,LA GALLINA SEÑORIAL,N/A,-74.119,4.6647
restaurant,Josefa,chicken,-74.1334,4.5853
restaurant,Kokoriko,chicken,-74.0728,4.7154
restaurant,Roastbeef Burgers,burger,-74.0704,4.7142
restaurant,Sabrosito,N/A,-74.0693,4.6141
restaurant,Protamales,N/A,-74.075,4.6378
restaurant,Sopas de Mamá y Postres de la Abuela,regional,-74.0755,4.6327
restaurant,Piqueteadero Guadalajara,regional,-74.1491,4.6807
restaurant,Piqueteadero La Mona,regional,-74.1492,4.6806
restaurant,N/A,regional,-74.1493,4.6805
restaurant,Club Suboficiales Policía,N/A,-74.0757,4.6281
restaurant,San Telmo D.C.,N/A,-74.0631,4.6501
restaurant,La Rioja,regional,-74.0611,4.6496
restaurant,N/A,N/A,-74.1313,4.5817
restaurant,N/A,N/A,-74.1314,4.5827
restaurant,"22",regional,-74.0654,4.6048
restaurant,Café & Crepes Usaquén,N/A,-74.0383,4.6889
restaurant,WOK,asian,-74.0374,4.7195
restaurant,Cucarrón.,N/A,-74.067,4.6303
restaurant,Kokoriko Mimo's,N/A,-74.0666,4.6302
restaurant,Comedor Matemáticas,"regional;sandwich",-74.0826,4.6377
restaurant,Restaurante ciencias económicas,"regional;sandwich",-74.081,4.637
restaurant,El Doraditos,chicken,-74.1422,4.6068
restaurant,N/A,N/A,-74.0646,4.6351
restaurant,Asadero la vega Santandereana,N/A,-74.068,4.629
restaurant,Danesas,N/A,-74.0656,4.6377
restaurant,Refugio Marino,regional,-74.0662,4.638
restaurant,Cevicheria Don calamar,comida_marina,-74.1065,4.6821
restaurant,Asadero El Saguileño,N/A,-74.1061,4.6828
restaurant,Country Hamburguesas,N/A,-74.1061,4.6828
restaurant,Comidas cooper,N/A,-74.0675,4.6364
restaurant,Restaurante Gourtmet,N/A,-74.0677,4.6364
restaurant,N/A,N/A,-74.0675,4.6374
restaurant,Antonas,N/A,-74.0661,4.6365
restaurant,El mojarro,N/A,-74.122,4.6178
restaurant,Leños Palos,N/A,-74.1421,4.6372
restaurant,Comedorcito Paisa,regional,-74.0673,4.6287
restaurant,Casa Vieja,N/A,-74.0656,4.6292
restaurant,Santafe,N/A,-74.0643,4.6346
restaurant,Monte Castilla,N/A,-74.1421,4.6428
restaurant,Maria Kanela,N/A,-74.142,4.6427
restaurant,MI VIEJO TANTO PARRILLA,N/A,-74.075,4.6282
restaurant,zuhause,N/A,-74.1045,4.6845
restaurant,pronti broster,broster,-74.1047,4.6846
restaurant,asadero villa luz,N/A,-74.1055,4.6839
restaurant,Vegetariano Sesamo,N/A,-74.0714,4.6008
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.0709,4.6005
restaurant,Vegetariano Naturalmente,N/A,-74.0675,4.6165
restaurant,Patacones,N/A,-74.0311,4.6963
restaurant,N/A,N/A,-74.0385,4.6887
restaurant,KFC,fast_food,-74.0397,4.7209
restaurant,Cali vea,fried_chicken,-74.0399,4.7206
restaurant,Tadeo Pizza,italian_pizza,-74.0674,4.6074
restaurant,Crepes & Waffles,N/A,-74.0985,4.6398
restaurant,N/A,N/A,-74.0985,4.6397
restaurant,TGI Friday's,american,-74.0987,4.6401
restaurant,La Brasa Roja,N/A,-74.1419,4.6763
restaurant,Yanuba,N/A,-74.0448,4.7333
restaurant,Frisby,fried_chicken,-74.0457,4.7294
restaurant,Pio Rikos,N/A,-74.0252,4.7045
restaurant,Del Rodeo,bbq,-74.1182,4.6891
restaurant,Santa Rita,barbecue,-74.1435,4.6744
restaurant,Asadero El motorista,steak_house,-74.0985,4.6369
restaurant,Chatos pizza,N/A,-74.1325,4.5796
restaurant,Roque Junior,N/A,-74.1325,4.5796
restaurant,Restaurante,N/A,-74.1327,4.5797
restaurant,N/A,N/A,-74.1322,4.5799
restaurant,N/A,N/A,-74.1319,4.58
restaurant,Donde Gary,N/A,-74.1317,4.5801
restaurant,Locos de Asar,N/A,-74.0398,4.7291
restaurant,PPC,N/A,-74.0699,4.6984
restaurant,Coctel del Mar,"thai;seafood;sushi",-74.0439,4.7607
restaurant,Luna,N/A,-74.0536,4.6673
restaurant,Sr Taco!,N/A,-74.0435,4.7385
restaurant,Comedor Comunitario Muzú-Tejar,N/A,-74.1255,4.6016
restaurant,Donde me de la Gana,N/A,-74.0319,4.6966
restaurant,Frutty Dorados de la 167,N/A,-74.0636,4.7506
restaurant,Leonardelos,N/A,-74.0615,4.7502
restaurant,Restaurante Zoé,N/A,-74.0399,4.6893
restaurant,Moneda de Oro,N/A,-74.0434,4.7367
restaurant,Pizza a'Parque,"italian;pizza;regional",-74.0592,4.7427
restaurant,Cali Vea,N/A,-74.0642,4.7279
restaurant,La Gran Parrilla Santandereana,N/A,-74.0633,4.7444
restaurant,Carbon Place,N/A,-74.035,4.7264
restaurant,Restaurante los Cerezos,N/A,-74.0694,4.628
restaurant,El meson del rey,N/A,-74.0695,4.6284
restaurant,wingz,N/A,-74.0666,4.7227
restaurant,Pizza Hut,pizza,-74.0481,4.6985
restaurant,Cali Vea,chicken,-74.0445,4.7327
restaurant,Yellow Restaurant,N/A,-74.052,4.7229
restaurant,El Pechirojo,N/A,-74.0443,4.7326
restaurant,Mr. Bross,N/A,-74.0511,4.6991
restaurant,Villa Gourmet 161,N/A,-74.041,4.7405
restaurant,Brother's,N/A,-74.0277,4.7372
restaurant,Pollo Olympico,N/A,-74.0451,4.6912
restaurant,Las 2 Avenidas,N/A,-74.0267,4.7382
restaurant,La Cocina de Dianis,N/A,-74.0439,4.7495
restaurant,Cafeteria Mecatto,N/A,-74.0427,4.7483
restaurant,Monte & Mar,N/A,-74.042,4.7404
restaurant,Brasas y Llamas,N/A,-74.0402,4.7399
restaurant,Thai & Sushi Express,burger,-74.0448,4.692
restaurant,Cali Mio,N/A,-74.0447,4.6922
restaurant,Pizza Gourmet,N/A,-74.0466,4.6979
restaurant,Romana Pizzeria,N/A,-74.0274,4.7328
restaurant,Green Mix,N/A,-74.0542,4.6573
restaurant,Donde Los Green,N/A,-74.072,4.7229
restaurant,Patacones,N/A,-74.0604,4.6469
restaurant,Well Alone,N/A,-74.0605,4.6469
restaurant,JC,N/A,-74.069,4.7201
restaurant,La Quiche,N/A,-74.0645,4.6311
restaurant,super brasas,chicken,-74.1223,4.7177
restaurant,surtidora de aves,N/A,-74.1217,4.7178
restaurant,BW,N/A,-74.0623,4.6413
restaurant,San Lorenzo,N/A,-74.0694,4.6164
restaurant,Mr. Parrilla,N/A,-74.0747,4.6949
restaurant,Calivea,N/A,-74.1361,4.6394
restaurant,WOK,N/A,-74.1023,4.6478
restaurant,El Corral Gourmet,N/A,-74.1016,4.6475
restaurant,N/A,N/A,-74.07,4.628
restaurant,Uoso,N/A,-74.0565,4.6645
restaurant,Carnitas,N/A,-74.0603,4.6589
restaurant,FX Pizza Gourmet,N/A,-74.0738,4.6239
restaurant,Las Acacias,N/A,-74.077,4.6267
restaurant,Deli Asado,N/A,-74.0951,4.6786
restaurant,Antonia Cafe Gormet,N/A,-74.0762,4.6306
restaurant,Auto Pan,N/A,-74.044,4.6998
restaurant,Deli Andes,N/A,-74.0909,4.6846
restaurant,Rairos,N/A,-74.088,4.6871
restaurant,Las Delicias,N/A,-74.0852,4.6858
restaurant,Risas del Titan,N/A,-74.0883,4.6933
restaurant,La Brasa Roja,N/A,-74.0496,4.6991
restaurant,N/A,N/A,-74.0698,4.6327
restaurant,La 42,N/A,-74.1591,4.6144
restaurant,Doña gallina,N/A,-74.1593,4.6147
restaurant,Empanadas del palenque,N/A,-74.1592,4.6141
restaurant,Broaster,N/A,-74.1586,4.6137
restaurant,Aqui es,N/A,-74.159,4.614
restaurant,Gourmet de mi tierra,N/A,-74.1028,4.6066
restaurant,costa rica,N/A,-74.1039,4.6064
restaurant,Tacos Burguer,"burger;mexicana",-74.1238,4.5991
restaurant,Croketos,chicken,-74.124,4.5989
restaurant,Asadero Los Cachilapos,barbecue,-74.1242,4.5987
restaurant,Broaster,chicken,-74.1236,4.5992
restaurant,Pizzeria R&R´s,pizza,-74.1234,4.599
restaurant,Pescaderia El sabor Del Pacifico Colombiano,fish_and_chips,-74.1243,4.5986
restaurant,Restaurante Hong Fu,chinese,-74.1246,4.5983
restaurant,El Gran Sazón,N/A,-74.1241,4.5997
restaurant,Arepa: Parrilla y café,N/A,-74.125,4.5977
