amenity,name,cuisine,longitude,latitude
restaurant,Kame,N/A,-74.0667,4.6288
restaurant,Punto Gourmet,N/A,-74.0666,4.6288
restaurant,N/A,N/A,-74.0666,4.6288
restaurant,Italato,N/A,-74.0666,4.6288
restaurant,N/A,N/A,-74.0661,4.628
restaurant,N/A,N/A,-74.0661,4.628
restaurant,Salchi Plan,N/A,-74.0663,4.6276
restaurant,N/A,N/A,-74.0665,4.6277
restaurant,Restaurante,corriente,-74.1356,4.7106
restaurant,piqueteadero,N/A,-74.1087,4.7427
restaurant,Asadero,N/A,-74.1087,4.7429
restaurant,Restaurante,N/A,-74.1358,4.7107
restaurant,Emmanuel,N/A,-74.1367,4.5956
restaurant,XL - Comida Generosa,N/A,-74.0663,4.6289
restaurant,Empanadas Mi Rey,N/A,-74.0664,4.6289
restaurant,Pinky,N/A,-74.0661,4.6291
restaurant,TipiCuba,N/A,-74.0661,4.6291
restaurant,Reina Diana,N/A,-74.0661,4.6294
restaurant,Comidas Paisas,N/A,-74.1547,4.6002
restaurant,Brisas de Bucaramanga,N/A,-74.155,4.6
restaurant,Sazón de Fusa,N/A,-74.155,4.6
restaurant,Olas del Pacifico,N/A,-74.1551,4.6
restaurant,El monarca,N/A,-74.1081,4.7452
restaurant,Slices Pizza,N/A,-74.0661,4.6292
restaurant,Comic Cueva,N/A,-74.0662,4.6291
restaurant,Casa Criolla,N/A,-74.0662,4.6292
restaurant,Inari,japanese,-74.0663,4.6292
restaurant,Carlos Arturo,N/A,-74.0663,4.6292
restaurant,Once,N/A,-74.0663,4.6292
restaurant,Brasa Rincón,N/A,-74.0664,4.6292
restaurant,N/A,N/A,-74.1086,4.7449
restaurant,N/A,N/A,-74.1093,4.7444
restaurant,N/A,N/A,-74.1098,4.7441
restaurant,Con la sason de mis abuelos,N/A,-74.0642,4.6319
restaurant,Muffins Gourmet,N/A,-74.0647,4.6326
restaurant,Pariente,N/A,-74.1284,4.5828
restaurant,Asadero,N/A,-74.1289,4.5827
restaurant,Regional,N/A,-74.1282,4.5828
restaurant,Troncos y Sabor,N/A,-74.1282,4.5828
restaurant,Ejecutivo,N/A,-74.1286,4.5821
restaurant,Comimi,N/A,-74.129,4.5823
restaurant,Tamales,N/A,-74.1291,4.5823
restaurant,La Mona,N/A,-74.1353,4.5959
restaurant,Doña Lucy,N/A,-74.1558,4.6
restaurant,Mi Santander,N/A,-74.1557,4.6
restaurant,Pollo asado,regional,-74.0681,4.6253
restaurant,Sabores Bendiciones,regional,-74.0987,4.5836
restaurant,El Mejor Sabor,regional,-74.0986,4.5836
restaurant,Mesón de Barro,regional,-74.0988,4.5836
restaurant,Estación mi Tolima,regional,-74.0989,4.5838
restaurant,Exquisitises La 37,N/A,-74.0678,4.6251
restaurant,N/A,N/A,-74.1474,4.6741
restaurant,N/A,N/A,-74.1474,4.674
restaurant,Zapato blanco,N/A,-74.0278,4.7587
restaurant,Xian Dai,N/A,-74.105,4.5992
restaurant,Mamá Alicia,N/A,-74.05,4.7506
restaurant,N/A,N/A,-74.1793,4.6329
restaurant,N/A,N/A,-74.1794,4.6332
restaurant,Chakula,N/A,-74.0676,4.6261
restaurant,Sabores del mar,N/A,-74.0675,4.6261
restaurant,Granolimpico,N/A,-74.0675,4.6263
restaurant,Cocinero,N/A,-74.0679,4.6261
restaurant,Cabuyary,N/A,-74.0678,4.6261
restaurant,Brisa Marina,N/A,-74.0945,4.6718
restaurant,Suamox,N/A,-74.0945,4.6729
restaurant,Pescaderia El Gran Pacifico,N/A,-74.0942,4.6732
restaurant,Nachos Parrila,N/A,-74.0943,4.6731
restaurant,El Palmar,N/A,-74.0508,4.7509
restaurant,La 169,N/A,-74.0508,4.751
restaurant,N/A,N/A,-74.0969,4.7065
restaurant,N/A,N/A,-74.0969,4.7062
restaurant,N/A,N/A,-74.098,4.7068
restaurant,N/A,N/A,-74.0978,4.7069
restaurant,N/A,N/A,-74.0977,4.707
restaurant,V.I.Parilla,N/A,-74.103,4.7564
restaurant,Chef & Chef,N/A,-74.0671,4.6263
restaurant,Koku,N/A,-74.067,4.6267
restaurant,Embajadores,N/A,-74.0671,4.6267
restaurant,asadero la brosty brasa,N/A,-74.1082,4.7536
restaurant,Sopas y Carnes,regional,-74.1035,4.5872
restaurant,La Mojarra Roja,N/A,-74.1035,4.5875
restaurant,Restaurante el Gordo,N/A,-74.1047,4.5871
restaurant,Kanibales,N/A,-74.1046,4.5868
restaurant,Asadero Brasas y Rojas,N/A,-74.1017,4.7515
restaurant,Sazón del chef,N/A,-74.0657,4.6275
restaurant,El Puntazo,N/A,-74.0657,4.6275
restaurant,Brosty Chispas,N/A,-74.0985,4.7528
restaurant,El Arado Parrilla,N/A,-74.0493,4.7576
restaurant,Surtiavez de la 76,N/A,-74.0492,4.7576
restaurant,N/A,Sabores_del_mar,-74.1339,4.5984
restaurant,N/A,regional,-74.1338,4.5983
restaurant,N/A,casero,-74.1337,4.5982
restaurant,Rayo de Jalisco,N/A,-74.1674,4.6161
restaurant,N/A,N/A,-74.0657,4.6275
restaurant,Burguer In,N/A,-74.0999,4.7066
restaurant,Leon,N/A,-74.0659,4.6274
restaurant,La Cantina,N/A,-74.0963,4.675
restaurant,Cocinart,N/A,-74.0969,4.6754
restaurant,El Rincón de Nicole,N/A,-74.097,4.6754
restaurant,Kro'c Pollo,N/A,-74.0965,4.6766
restaurant,El Muelle,N/A,-74.0964,4.6765
restaurant,Sopas Colombianas,N/A,-74.0968,4.6766
restaurant,Parrilla Broaster,N/A,-74.0792,4.634
restaurant,Perú Acá,peruvian,-74.0782,4.6342
restaurant,Buena Pasta,N/A,-74.0788,4.6336
restaurant,El Buen Sazón,N/A,-74.1229,4.6198
restaurant,Sabrosuras,N/A,-74.1231,4.6197
restaurant,Lo Mejor Del Pacifico,fish_and_chips,-74.1226,4.6194
restaurant,Piqueteadero Dun Chucho,N/A,-74.1222,4.6202
restaurant,Kolos Cocina Andina,N/A,-74.0778,4.6339
restaurant,N/A,N/A,-74.1546,4.6383
restaurant,N/A,N/A,-74.1544,4.638
restaurant,Mil 9,N/A,-74.03,4.6965
restaurant,Corral gourmet,burger,-74.0623,4.7228
restaurant,Los Pollitos,N/A,-74.0368,4.691
restaurant,Spoleto,N/A,-74.0367,4.6911
restaurant,Leños Gourmet,N/A,-74.0366,4.6912
restaurant,D.C. Combo & More Normandia,"Lunch,_Burger,_fries,_arepas,_empanadas,_meat,_carnes",-74.1045,4.6692
restaurant,Mi Cabaña Asados,N/A,-74.15,4.6458
restaurant,Bi - Ay - Pi,regional,-74.1144,4.6167
restaurant,Hipermar,seafood,-74.0657,4.6578
restaurant,Corral,burger,-74.0566,4.6518
restaurant,Corrientazo de Don Eduardo,regional,-74.0397,4.6889
restaurant,N/A,N/A,-74.0802,4.668
restaurant,La Mariscada,seafood,-74.0803,4.6673
restaurant,Olivo,N/A,-74.0805,4.6611
restaurant,Krokantico,chicken,-74.0805,4.6613
restaurant,Isis,N/A,-74.0805,4.6612
restaurant,Restaurante,regional,-74.1387,4.5947
restaurant,Brasa de Mi Tolima,Regional_y_pescadería,-74.1381,4.5943
restaurant,Colombo Neurano,Gourmet,-74.1382,4.5938
restaurant,Carnecitas de Venecia,regional,-74.1383,4.5935
restaurant,Triamonthy,Pescado,-74.1386,4.5931
restaurant,N/A,casera,-74.084,4.5647
restaurant,N/A,N/A,-74.084,4.5647
restaurant,La cabañita del chigüiro,regional,-74.1391,4.5927
restaurant,Roy´s,pizza,-74.1008,4.7552
restaurant,El Buen Sabor,pizza,-74.1005,4.7551
restaurant,Tamales Tolimenses MYM,N/A,-74.0996,4.7554
restaurant,Boyacense la 114,N/A,-74.0997,4.7549
restaurant,Asados & Broaster,N/A,-74.1,4.7548
restaurant,Comidas del Pacifico,N/A,-74.1,4.7548
restaurant,La Paisa,N/A,-74.1,4.7543
restaurant,Oasis,N/A,-74.1,4.7542
restaurant,Broaster Pio Rico,N/A,-74.1001,4.7541
restaurant,RANCHERO,N/A,-74.1393,4.5933
restaurant,Presto,burger,-74.065,4.6395
restaurant,Carnitas,N/A,-74.065,4.6394
restaurant,babilonia,N/A,-74.0647,4.6395
restaurant,Talione,N/A,-74.0648,4.6394
restaurant,Santa Bohemia,regional,-74.0651,4.6392
restaurant,Eduardo's Pizza,N/A,-74.0883,4.7346
restaurant,Super Rico de la 135,N/A,-74.0889,4.7349
restaurant,Pizzeria Mama Mia,pizza,-74.0688,4.6369
restaurant,La Arepera,regional,-74.0689,4.6369
restaurant,Niko's Pizza,pizza,-74.0689,4.6369
restaurant,Caracas Burguer,burger,-74.0689,4.6367
restaurant,Zarzabroso,N/A,-74.1071,4.6955
restaurant,SURTI AVES-22,N/A,-74.065,4.6399
restaurant,La llanera,N/A,-74.1319,4.6101
restaurant,Surtidora de aves,N/A,-74.1324,4.6106
restaurant,ALF,pizza,-74.1324,4.6107
restaurant,Taco Burguer,N/A,-74.133,4.6115
restaurant,Megaburguer,N/A,-74.1325,4.6105
restaurant,Pipeyos,N/A,-74.1326,4.6104
restaurant,LA HORNILLA MAGICA,N/A,-74.0654,4.6319
restaurant,Pizzeria Park Way / Angel,pizza,-74.0482,4.7586
restaurant,restaurante don alvaro,N/A,-74.0483,4.7595
restaurant,Las Delicias,N/A,-74.0485,4.7596
restaurant,Comidas Rapidas,N/A,-74.1856,4.6383
restaurant,wika,N/A,-74.1855,4.6382
restaurant,Frutería Bugs Bonny,N/A,-74.0473,4.7581
restaurant,arep'art,N/A,-74.0684,4.6407
restaurant,N/A,N/A,-74.0685,4.6402
restaurant,El Parrillazo de las Carnes,grill,-74.0686,4.6395
restaurant,Restaurante sabor latino.,N/A,-74.1155,4.7108
restaurant,alejo gourmet,N/A,-74.0677,4.6397
restaurant,fonda del ejecutivo,N/A,-74.0683,4.6398
restaurant,azafran gourmet,N/A,-74.0683,4.6398
restaurant,N/A,N/A,-74.0684,4.6398
restaurant,calimio,N/A,-74.0465,4.7232
restaurant,N/A,N/A,-74.0981,4.7535
restaurant,N/A,N/A,-74.098,4.7534
restaurant,N/A,N/A,-74.098,4.7534
restaurant,la fonda del camino,N/A,-74.0674,4.6395
restaurant,N/A,N/A,-74.0673,4.6396
restaurant,Pizzeria,pizza,-74.1855,4.6382
restaurant,Homero's,Pollo,-74.1852,4.6376
restaurant,Bulevar Sésamo Vegetariano,N/A,-74.065,4.6328
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.0467,4.7224
restaurant,Las delicias del sabor,N/A,-74.1525,4.6045
restaurant,Tati´s,N/A,-74.1525,4.6042
restaurant,Avimaster,N/A,-74.1524,4.6042
restaurant,pizza catolica,pizza,-74.066,4.6355
restaurant,Zona Gourmet Y Cafe,N/A,-74.066,4.6354
restaurant,parrilla de santi,N/A,-74.0991,4.5705
restaurant,chow main,N/A,-74.0992,4.571
restaurant,asadero y pescaderia,N/A,-74.0995,4.5706
restaurant,piko piko,N/A,-74.0997,4.5704
restaurant,que tacos,N/A,-74.1004,4.5696
restaurant,chino,N/A,-74.1006,4.5694
restaurant,rica mar,N/A,-74.1006,4.5693
restaurant,N/A,N/A,-74.1341,4.5952
restaurant,N/A,N/A,-74.1269,4.7141
restaurant,Empanadas Que Gustan,N/A,-74.0628,4.6402
restaurant,Comida Mexicana,N/A,-74.0637,4.6399
restaurant,Parrilla,spanish,-74.1096,4.6545
restaurant,SABORES Y SENSACIONES,N/A,-74.1093,4.6539
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.11,4.6539
restaurant,Arepipo,N/A,-74.1095,4.6543
restaurant,Asadero Kroki Sabor,N/A,-74.1778,4.6298
restaurant,Restaurante el Progreso,N/A,-74.1775,4.629
restaurant,Tipicas empanadas,N/A,-74.0654,4.6388
restaurant,Restaurante Canela y Flor,N/A,-74.066,4.6392
restaurant,AUNTENTICO SABOR DEL CARIBE CRIOLLO,N/A,-74.0657,4.6392
restaurant,SOPITAS Y FRIJOLADA,N/A,-74.0656,4.6392
restaurant,Tamacol,N/A,-74.178,4.6302
restaurant,Restaurante Porvenir,N/A,-74.1782,4.6307
restaurant,Restaurante,N/A,-74.1782,4.6306
restaurant,Restaurante Danna,N/A,-74.1786,4.6314
restaurant,Comidas Rápidas EL JOE,N/A,-74.1788,4.6316
restaurant,El gourmet,N/A,-74.0848,4.7352
restaurant,Reverdeser,N/A,-74.0679,4.6008
restaurant,Picantería Ipiales,regional,-74.0671,4.6407
restaurant,Aprissa PIzza Niza,pizza,-74.0714,4.7067
restaurant,El Fogón Llanero,Tiípica_de_la_región_llanera,-74.0955,4.6042
restaurant,Bar Pescadero del Restrepo,fish_and_chips,-74.1074,4.5877
restaurant,El Santandereano,"regional,_típica_Santandereana",-74.1087,4.6733
restaurant,Morichal Parrilla - Bar,regional,-74.1088,4.6733
restaurant,Restaurante PLAZA QUIRIGUA,N/A,-74.098,4.7139
restaurant,Pizzeria Da Quei Matti,pizza,-74.0506,4.6761
restaurant,La Sanguchería Criolla,N/A,-74.0537,4.669
restaurant,El Tranvia,N/A,-74.0619,4.649
restaurant,Los Tíos,N/A,-74.0618,4.649
restaurant,Calentaos 90,regional,-74.0522,4.6742
restaurant,Somos Pacificos,regional,-74.1318,4.6138
restaurant,Barra Suiza,regional,-74.0666,4.6054
restaurant,El armario,regional,-74.0669,4.606
restaurant,Pequeña Italia,N/A,-74.0569,4.686
restaurant,Da Quei Matti,N/A,-74.0704,4.7145
restaurant,La Biferia,steak_house,-74.0315,4.6947
restaurant,Llanerada 128,barbecue,-74.0704,4.7146
restaurant,Oliveto,N/A,-74.0313,4.6954
restaurant,La casa de la paella,spanish,-74.0704,4.7148
restaurant,Surtidora de Aves,chicken,-74.0703,4.7149
restaurant,Tatami,japanese,-74.0704,4.7148
restaurant,Mister Ribs,N/A,-74.0305,4.6955
restaurant,Paella Pastel y Café,spanish,-74.0588,4.6837
restaurant,Parrilla,barbecue,-74.0569,4.6857
restaurant,Sabor y Sazón,N/A,-74.0588,4.6837
restaurant,La Bonga Del Sinú,regional,-74.0303,4.6955
restaurant,Gilmar express,N/A,-74.0636,4.7439
restaurant,Surtiraves,N/A,-74.0636,4.744
restaurant,N/A,N/A,-74.1138,4.7568
restaurant,N/A,N/A,-74.1138,4.7568
restaurant,N/A,N/A,-74.1135,4.7569
restaurant,N/A,N/A,-74.1142,4.7579
restaurant,Di Pasta,italian,-74.0653,4.6312
restaurant,El rey del pollo,pollo,-74.1315,4.6139
restaurant,mi casita,N/A,-74.1329,4.6147
restaurant,Almudobar,N/A,-74.0676,4.6346
restaurant,Restaurante Asterisco de Parrilla,N/A,-74.0781,4.6285
restaurant,Achala gourmet,N/A,-74.0779,4.6284
restaurant,Buffet Universitario,N/A,-74.0682,4.6347
restaurant,N/A,N/A,-74.0682,4.6347
restaurant,Kafeto,N/A,-74.0683,4.6347
restaurant,La Barra,N/A,-74.0683,4.6348
restaurant,San Parrillon,N/A,-74.0682,4.635
restaurant,Lekker,N/A,-74.067,4.6345
restaurant,Play off,N/A,-74.0664,4.6343
restaurant,Del Taco,N/A,-74.066,4.6292
restaurant,Mitos,N/A,-74.0661,4.6291
restaurant,Fly Wings,N/A,-74.0661,4.6292
restaurant,Jesus Pizza,N/A,-74.0661,4.6291
restaurant,Inari,N/A,-74.0661,4.6292
restaurant,"La Petite Juliette;X- pool",N/A,-74.0665,4.6292
restaurant,La Konga,N/A,-74.0662,4.6292
restaurant,Carbon Factory,regional,-74.085,4.632
restaurant,Restaurante Donde Mary,regional,-74.0857,4.6302
restaurant,Restaurante Solaris,regional,-74.084,4.6306
restaurant,La Vasija,regional,-74.0656,4.636
restaurant,Aragon,N/A,-74.0705,4.7236
restaurant,Empanada Company,N/A,-74.0701,4.7232
restaurant,Tamales Tolimenses,N/A,-74.07,4.7241
restaurant,Restaurante-Bar 210,N/A,-74.0645,4.636
restaurant,papeleria abcgrafico,N/A,-74.0644,4.636
restaurant,Sopotas y frijoladas,N/A,-74.0644,4.636
restaurant,Asadero 5.001,N/A,-74.0657,4.6373
restaurant,Calatayud,N/A,-74.0657,4.6374
restaurant,Pilonchis,N/A,-74.0656,4.638
restaurant,AKIKIRIKI,N/A,-74.065,4.6394
restaurant,El TALONE,N/A,-74.0648,4.6394
restaurant,PANDORA,N/A,-74.0656,4.6392
restaurant,Restaurante Picaporte,regional,-74.0785,4.6284
restaurant,Broaster expressde aves,N/A,-74.1216,4.559
restaurant,Max zasón criollo,N/A,-74.1018,4.59
restaurant,Asadero piolin,N/A,-74.1218,4.5587
restaurant,Aroma y Sabor,N/A,-74.0776,4.6285
restaurant,La Esmeralda,N/A,-74.0776,4.6285
restaurant,Carnitas,burger,-74.0664,4.6333
restaurant,N/A,N/A,-74.1006,4.7388
restaurant,N/A,N/A,-74.1012,4.7388
restaurant,N/A,N/A,-74.1009,4.7395
restaurant,Chiken Factory,N/A,-74.0665,4.6326
restaurant,Don Pepe,N/A,-74.0665,4.6329
restaurant,Tacomanía,N/A,-74.0665,4.6328
restaurant,up Gourmet,N/A,-74.0664,4.6331
restaurant,Plaza la Aduana,N/A,-74.0673,4.6332
restaurant,Sandiz,regional,-74.1164,4.6043
restaurant,La Paisita,N/A,-74.0681,4.6357
restaurant,Fu Lu Shou,chinese,-74.0666,4.6318
restaurant,N/A,N/A,-74.0676,4.6318
restaurant,Cancilleria del pacifico,N/A,-74.0645,4.6334
restaurant,Del Huerto,N/A,-74.0645,4.6337
restaurant,restaurante segundo piso,N/A,-74.0645,4.6336
restaurant,"Liza y Cami;Pizza la 49",N/A,-74.0662,4.6364
restaurant,Pizza la 49,N/A,-74.0663,4.6364
restaurant,Fruteria,N/A,-74.0667,4.6365
restaurant,Choripinchada,N/A,-74.0667,4.6365
restaurant,Pablo`s Pizza,N/A,-74.0667,4.6368
restaurant,Arepota,N/A,-74.0667,4.6369
restaurant,El Sazón de Mar,seafood,-74.0784,4.6291
restaurant,"Sopas, Carnes y Sazón",N/A,-74.0772,4.6279
restaurant,Restaurante Villa Colonial,N/A,-74.0773,4.6279
restaurant,El mezón Boyacense,polleria,-74.1782,4.6279
restaurant,Corrientazo,N/A,-74.1779,4.6278
restaurant,surti aves 22,pollo_asado,-74.0671,4.6289
restaurant,Sopa Sao,regional,-74.0675,4.629
restaurant,Cali Vea,chicken,-74.0671,4.6286
restaurant,N/A,N/A,-74.0807,4.7542
restaurant,Tamal rico,N/A,-74.1233,4.6183
restaurant,N/A,N/A,-74.0805,4.7553
restaurant,N/A,N/A,-74.0804,4.7547
restaurant,N/A,N/A,-74.0812,4.7544
restaurant,Don Quijote,N/A,-74.0656,4.6382
restaurant,sabores y sazón,N/A,-74.0659,4.6382
restaurant,La res puesta,N/A,-74.0653,4.6378
restaurant,Italiano Buangustaio,N/A,-74.1112,4.671
restaurant,Restaurante,N/A,-74.1509,4.6031
restaurant,El cubo,N/A,-74.0653,4.633
restaurant,Edos Ristorante Pizzeria,italian,-74.0728,4.5955
restaurant,Rescaldos,N/A,-74.0731,4.5955
restaurant,PUERTA PRINCIPAL,N/A,-74.0673,4.6286
restaurant,Bar restaurante El Chuzo,N/A,-74.0723,4.5952
restaurant,La Puerta Real,N/A,-74.0721,4.5951
restaurant,FULANITOS cocina vallecaucana,N/A,-74.0729,4.594
restaurant,La Monareta,N/A,-74.0658,4.6292
restaurant,Origen,mexican,-74.0659,4.6292
restaurant,Pimiento,N/A,-74.0659,4.6291
restaurant,Chelas Restaurante Bar,N/A,-74.0659,4.6291
restaurant,Cazuelitas y Carnes,"grill;lunch",-74.0657,4.6291
restaurant,Aja y tu qué!,N/A,-74.0648,4.6303
restaurant,ZOIWOK COCINA ASIATICA,N/A,-74.1405,4.6376
restaurant,surtidora de aves 22,N/A,-74.1421,4.6374
restaurant,La Penkada,N/A,-74.0651,4.6294
restaurant,Madame La Crepe,N/A,-74.065,4.6294
restaurant,Restaurante Criollo,N/A,-74.0651,4.6293
restaurant,Sabor Sara´s Mexicano,N/A,-74.0651,4.6289
restaurant,N/A,N/A,-74.1012,4.7067
restaurant,N/A,N/A,-74.0994,4.7067
restaurant,La esquina del sabor,N/A,-74.0992,4.748
restaurant,Pescadería y Mariscos,N/A,-74.0986,4.7478
restaurant,N/A,N/A,-74.1305,4.582
restaurant,Prudencia,N/A,-74.0706,4.5958
restaurant,Oriental Broaster,N/A,-74.2089,4.6101
restaurant,Antaño Caldas,N/A,-74.066,4.6276
restaurant,Chukury,N/A,-74.0663,4.6373
restaurant,Delipostre,N/A,-74.066,4.6372
restaurant,Caña Dulce,N/A,-74.066,4.6373
restaurant,Vilcabamba,N/A,-74.0652,4.6339
restaurant,N/A,N/A,-74.0651,4.6342
restaurant,Asadero El Triunfo,grill,-74.0651,4.6343
restaurant,Donde Migue,N/A,-74.1156,4.5022
restaurant,Donde Maria,N/A,-74.147,4.6495
restaurant,Restaurante y Bar Los Amigos,N/A,-74.1468,4.6497
restaurant,N/A,N/A,-74.1427,4.6069
restaurant,N/A,N/A,-74.1426,4.6072
restaurant,N/A,N/A,-74.1431,4.6078
restaurant,Arakawa,japanese,-74.0794,4.6431
restaurant,El pimentón,N/A,-74.0386,4.6891
restaurant,al Rayán,arab,-74.0393,4.689
restaurant,Nueva Chosika,N/A,-74.0664,4.6313
restaurant,Restaurante Pozzetto,italian,-74.0605,4.6463
restaurant,Restaurante Bambu,chinese,-74.0609,4.6457
restaurant,La mojarra de villa luz,N/A,-74.1049,4.6848
restaurant,Oma,N/A,-74.0316,4.6961
restaurant,Bistronomi,N/A,-74.0303,4.6956
restaurant,Madison Bistro,N/A,-74.0302,4.6954
restaurant,Le Relais del Entrecote,french,-74.0312,4.6948
restaurant,Spritz,italian,-74.0315,4.6947
restaurant,"716",N/A,-74.0302,4.6962
restaurant,Mediterranea,"international;spanish;greek",-74.0308,4.6964
restaurant,Tah Majal,indian,-74.0311,4.6965
restaurant,Italia Rústica,italian,-74.0308,4.6964
restaurant,N/A,peruvian,-74.0499,4.6952
restaurant,Carbon,N/A,-74.0511,4.6932
restaurant,Aquí en Santa Fé,regional,-74.0601,4.6476
restaurant,Restaurante Las Margaritas,regional,-74.061,4.6475
restaurant,Natural Food Gourmet,"breakfast;deli;international;fine_dining;local;coffee_shop;diner",-74.0593,4.655
restaurant,Cevichería Vitomar,"fish;seafood;caribbean",-74.1446,4.6714
restaurant,La Cocina Peruana,N/A,-74.1194,4.6682
restaurant,Zuckerino,N/A,-74.0569,4.6762
restaurant,N/A,N/A,-74.1507,4.5761
restaurant,Julia,pizza,-74.0553,4.6517
restaurant,OKi Market Restaurante Vegetariano,N/A,-74.0387,4.7207
restaurant,Archies,pizza,-74.0433,4.7039
restaurant,Veggy,N/A,-74.034,4.6959
restaurant,Gianni,italian,-74.0517,4.6643
restaurant,N/A,pizza,-74.0756,4.6276
restaurant,Subway,N/A,-74.0549,4.7048
restaurant,La Plaza de Andrés,N/A,-74.1026,4.6459
restaurant,Sauzalito,N/A,-74.1415,4.6753
restaurant,N/A,N/A,-74.1128,4.5023
restaurant,N/A,N/A,-74.1117,4.5017
restaurant,Loto Azul Vegetariano,international,-74.0724,4.6001
restaurant,Capital Cocina y Cafe,N/A,-74.0723,4.595
restaurant,Mr Kim,korean,-74.0555,4.6629
restaurant,Berenjena,N/A,-74.0707,4.6069
restaurant,Subway,sandwich,-74.0711,4.6065
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.0291,4.7156
restaurant,Café Adriatica,N/A,-74.0612,4.6432
restaurant,4 Fieras,N/A,-74.0314,4.6981
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.0415,4.7025
restaurant,el sason de la tia,N/A,-74.0921,4.6097
restaurant,Patacones,N/A,-74.0457,4.7233
restaurant,Restaurante piqueteadero donde Ana,N/A,-74.1259,4.5797
restaurant,Mass Pollo,N/A,-74.0581,4.7426
restaurant,asadero de pollos,N/A,-74.0323,4.7604
restaurant,Nativa,regional,-74.0699,4.5968
restaurant,N/A,N/A,-74.0567,4.6575
restaurant,N/A,N/A,-74.0566,4.6573
restaurant,N/A,local,-74.0573,4.6569
restaurant,La casa amarilla se llama: plazoleta de comidas La Casona,"sushi;japanese",-74.0572,4.657
restaurant,sabor y sazón,local,-74.0573,4.657
restaurant,N/A,local,-74.0563,4.6572
restaurant,N/A,"breakfast;local",-74.0627,4.6435
restaurant,Parrilla Pimenton,N/A,-74.0635,4.6486
restaurant,N/A,local,-74.0629,4.6452
restaurant,Plazoleta de comidas,N/A,-74.0579,4.6551
restaurant,La Fábrica,italian,-74.0495,4.6768
restaurant,Myriam Camhi,N/A,-74.0497,4.6769
restaurant,Surtidora de la 22,chicken,-74.0466,4.7548
restaurant,N/A,local,-74.0562,4.6574
restaurant,Harry Sazón,international,-74.0547,4.6591
restaurant,El Rincón del Viejo Willy,regional,-74.0627,4.7125
restaurant,La Hamburgueseria,N/A,-74.0716,4.596
restaurant,N/A,N/A,-74.07,4.5967
restaurant,N/A,chicken,-74.0442,4.761
restaurant,T-Bone,N/A,-74.0708,4.5996
restaurant,N/A,spanish,-74.0592,4.6551
restaurant,Stromboli,pizza,-74.0602,4.6546
restaurant,Meet The Burger,burger,-74.0573,4.6664
restaurant,N/A,N/A,-74.0704,4.6345
restaurant,N/A,sushi,-74.0437,4.7614
restaurant,yokomo,N/A,-74.0857,4.6932
restaurant,Budare's,N/A,-74.0546,4.6983
restaurant,Sepulveda,spanish,-74.0306,4.6939
restaurant,Pal Refugio,regional,-74.0349,4.8057
restaurant,Takrai Thai,thai,-74.0665,4.6127
restaurant,Donde Manuel,N/A,-74.1331,4.616
restaurant,Suatí Ji,N/A,-74.0712,4.6242
restaurant,Viva la Pizza,pizza,-74.0612,4.6451
restaurant,Asadero Llanero,N/A,-74.091,4.7547
restaurant,La Cocinita Verde,N/A,-74.0617,4.6466
restaurant,La martina pizza gurmet,N/A,-74.1196,4.6682
restaurant,Los carnuditos,regional,-74.1274,4.5808
restaurant,Arigato,japanese,-74.054,4.6646
restaurant,Splot,N/A,-74.1978,4.6092
restaurant,Llamas y brazas,N/A,-74.2062,4.6106
restaurant,Sopitas,N/A,-74.203,4.6085
restaurant,Asadero Rico Pico,N/A,-74.2038,4.61
restaurant,Asadero Súper Rico,N/A,-74.2005,4.6049
restaurant,Bogota Burger,N/A,-74.0639,4.6412
restaurant,Doña Eva Gourmet,regional,-74.0664,4.6178
restaurant,TATOS PARRILLA,"burger;steak_house;hot_dog;grill;local;friture",-74.0464,4.7451
restaurant,Dulce Jesus Mio,Pasteleria,-74.1187,4.6667
restaurant,Deli Soya,local,-74.0559,4.6632
restaurant,Trattoria Divina Comedia,N/A,-74.0552,4.654
restaurant,Santa Costilla,N/A,-74.0303,4.6969
restaurant,Ceviche Fusión,fish,-74.0545,4.6985
restaurant,Casterolli,italian,-74.1474,4.626
restaurant,Juarez,mexican,-74.1469,4.6262
restaurant,La Hamburgueseria,N/A,-74.1063,4.6561
restaurant,bellini,N/A,-74.1062,4.6554
restaurant,sopas y postres de la abuela,N/A,-74.1068,4.6564
restaurant,mis carnes parrilla,N/A,-74.1063,4.6556
restaurant,Mesa Franca,N/A,-74.062,4.641
restaurant,L'Aldea,N/A,-74.0679,4.6006
restaurant,Corrientazo ROUS,N/A,-74.052,4.7224
restaurant,Loló Coffee y Snacks,N/A,-74.0496,4.6992
restaurant,Asadero J.M.,N/A,-74.1505,4.5731
restaurant,Tamales,N/A,-74.1881,4.6077
restaurant,Suschi itto bogotacr,N/A,-74.0566,4.6561
restaurant,Masón Santé,"regional;coffee_shop",-74.0668,4.6502
restaurant,Pâtisserie Française,"french;coffee_shop",-74.072,4.5938
restaurant,Zukini,N/A,-74.0703,4.6102
restaurant,el garden,N/A,-74.0694,4.5973
restaurant,Crepes & Waffles,"crepe;ice_cream",-74.1086,4.66
